HS10,HS-Reformatted,HS10-Description,ANZSIC06,Level 2 ANZSIC06,Level 2 ANZSIC06 description,Standard sector number,Standard sector description,HS4,HS4 description
0204.10.00.32,0204100032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.10.00.38,0204100038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.10.00.42,0204100042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.10.00.48,0204100048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.10, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.21.00.18,0204210018,"Meat; of sheep, hogget carcasses and half-carcasses, (other than HL or HX grade), fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.21.00.32,0204210032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.21.00.38,0204210038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.21.00.42,0204210042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.21.00.48,0204210048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.21, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.22.00.01,0204220001,"Meat; of sheep, lamb cuts with bone in, fresh or chilled (excluding carcasses and half-carcasses)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.22.00.09,0204220009,"Meat; of sheep (excluding lamb), cuts with bone in, fresh or chilled, (excluding carcasses and half-carcasses)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.23.00.01,0204230001,"Meat; of sheep, boneless cuts of lamb, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.23.00.09,0204230009,"Meat; of sheep (excluding lamb), boneless cuts, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.02,0204300002,"Meat; of sheep, lamb carcasses and half-carcasses, A grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.08,0204300008,"Meat; of sheep, lamb carcasses and half-carcasses, Beta grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.12,0204300012,"Meat; of sheep, lamb carcasses and half-carcasses, PH grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.18,0204300018,"Meat; of sheep, lamb carcasses and half-carcasses, PL grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.22,0204300022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.28,0204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.32,0204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.38,0204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.42,0204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.30.00.48,0204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.02,0204410002,"Meat; of sheep, hogget carcasses and half-carcasses, HL grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.08,0204410008,"Meat; of sheep, hogget carcasses and half-carcasses, HX grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.18,0204410018,"Meat; of sheep, hogget carcasses and half-carcasses, (other than HL or HX grade), frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.22,0204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.28,0204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.32,0204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.38,0204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.42,0204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.41.00.48,0204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.42.00.01,0204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.42.00.09,0204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.43.00.01,0204430001,"Meat; of sheep, boneless cuts of lamb, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.43.00.09,0204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.50.00.00,0204500000,"Meat; of goats, fresh, chilled or frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0205.00.00.00,0205000000,"Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0205,Horse meat
0206.10.00.01,0206100001,"Offal, edible; of bovine animals, brains, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.10.00.09,0206100009,"Offal, edible; of bovine animals, hearts, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.10.00.11,0206100011,"Offal, edible; of bovine animals, kidneys, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.10.00.19,0206100019,"Offal, edible; of bovine animals, livers, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.10.00.21,0206100021,"Offal, edible; of bovine animals, sweetbreads, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.10.00.29,0206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.10.00.39,0206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.21.00.00,0206210000,"Offal, edible; of bovine animals, tongues, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.22.00.00,0206220000,"Offal, edible; of bovine animals, livers, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.29.00.01,0206290001,"Offal, edible; of bovine animals, brains, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.29.00.09,0206290009,"Offal, edible; of bovine animals, hearts, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.29.00.11,0206290011,"Offal, edible; of bovine animals, kidneys, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.29.00.19,0206290019,"Offal, edible; of bovine animals, sweetbreads, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.29.00.29,0206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.30.00.11,0206300011,"Offal, edible; of swine, livers, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.30.00.29,0206300029,"Offal, edible; of swine, n.e.c. in item no. 0206.30, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.41.00.00,0206410000,"Offal, edible; of swine, livers, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.49.00.01,0206490001,"Offal, edible; of swine, hearts, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.49.00.11,0206490011,"Offal, edible; of swine, tongues, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.49.00.19,0206490019,"Offal, edible; of swine, n.e.c. in item no. 0206.4, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.01,0206800001,"Offal, edible; of lamb, brains, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.09,0206800009,"Offal, edible; of lamb, hearts, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.11,0206800011,"Offal, edible; of lamb, kidneys, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.19,0206800019,"Offal, edible; of lamb, livers, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.21,0206800021,"Offal, edible; of lamb, sweetbreads, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.29,0206800029,"Offal, edible; of lamb, tongues, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.39,0206800039,"Offal, edible; of lamb, n.e.c. in item no. 0206.80, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.49,0206800049,"Offal, edible; of sheep (excluding lamb), hearts, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.51,0206800051,"Offal, edible; of sheep (excluding lamb), kidneys, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.59,0206800059,"Offal, edible; of sheep (excluding lamb), livers, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.80.00.79,0206800079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.80, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.01,0206900001,"Offal, edible; of lamb, brains, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.09,0206900009,"Offal, edible; of lamb, hearts, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.11,0206900011,"Offal, edible; of lamb, kidneys, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.19,0206900019,"Offal, edible; of lamb, livers, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.21,0206900021,"Offal, edible; of lamb, sweetbreads, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.29,0206900029,"Offal, edible; of lamb, tongues, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.39,0206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.41,0206900041,"Offal, edible; of sheep (excluding lamb), brains, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.49,0206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.51,0206900051,"Offal, edible; of sheep (excluding lamb), kidneys, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.59,0206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
0206.90.00.69,0206900069,"Offal, edible; of sheep (excluding lamb), tongues, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0206,Edible offal
